,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,year
0,1986-03-13 00:00:00-05:00,0.05537957396804123,0.06352370242762963,0.05537957396804123,0.06080857664346695,1031788800,0.0,0.0,1986
1,1986-03-14 00:00:00-05:00,0.060808552460039106,0.06406657721603506,0.060808552460039106,0.06298015266656876,308160000,0.0,0.0,1986
2,1986-03-17 00:00:00-05:00,0.06298017145562954,0.06460949654280963,0.06298017145562954,0.06406659632921219,133171200,0.0,0.0,1986
3,1986-03-18 00:00:00-05:00,0.06406658341966102,0.06460948352386296,0.061894358556591374,0.062437258660793304,67766400,0.0,0.0,1986
4,1986-03-19 00:00:00-05:00,0.06243727486472719,0.06298017510982444,0.06080857412943545,0.0613514743745327,47894400,0.0,0.0,1986
5,1986-03-20 00:00:00-05:00,0.06135146681477676,0.06135146681477676,0.05917986610197342,0.059722766280174255,58435200,0.0,0.0,1986
6,1986-03-21 00:00:00-05:00,0.05972276233820717,0.06080856262294121,0.05700826162637208,0.05809406191110611,59990400,0.0,0.0,1986
7,1986-03-24 00:00:00-05:00,0.058094054022692514,0.058094054022692514,0.055922453748099385,0.056465353816747665,65289600,0.0,0.0,1986
8,1986-03-25 00:00:00-05:00,0.05646536750481941,0.05755116790533066,0.05592246730456379,0.05755116790533066,32083200,0.0,0.0,1986
9,1986-03-26 00:00:00-05:00,0.05755117156992378,0.05972277250922381,0.057008271335098774,0.059179872274398804,22752000,0.0,0.0,1986
10,1986-03-27 00:00:00-05:00,0.05917985638258387,0.06026565656065941,0.05917985638258387,0.06026565656065941,16848000,0.0,0.0,1986
11,1986-03-31 00:00:00-05:00,0.06026566645837509,0.06026566645837509,0.058636965923772585,0.059722766280174255,12873600,0.0,0.0,1986
12,1986-04-01 00:00:00-05:00,0.05972277250922381,0.05972277250922381,0.059179872274398804,0.059179872274398804,11088000,0.0,0.0,1986
13,1986-04-02 00:00:00-05:00,0.05917986610197342,0.060808566636575925,0.05917986610197342,0.059722766280174255,27014400,0.0,0.0,1986
14,1986-04-03 00:00:00-05:00,0.06026565656065941,0.061894356827772716,0.06026565656065941,0.06026565656065941,23040000,0.0,0.0,1986
15,1986-04-04 00:00:00-05:00,0.06026565656065941,0.06080855664969718,0.06026565656065941,0.06026565656065941,26582400,0.0,0.0,1986
16,1986-04-07 00:00:00-05:00,0.060265672744048815,0.06080857297887382,0.05809407180474879,0.059179872274398804,16560000,0.0,0.0,1986
17,1986-04-08 00:00:00-05:00,0.05917986610197342,0.060808566636575925,0.05917986610197342,0.059722766280174255,10252800,0.0,0.0,1986
18,1986-04-09 00:00:00-05:00,0.0597227761083818,0.06135147691100952,0.0597227761083818,0.06080857664346695,12153600,0.0,0.0,1986
19,1986-04-10 00:00:00-05:00,0.06080857412943545,0.06189437461962995,0.059722773639240966,0.0613514743745327,13881600,0.0,0.0,1986
